Tími,Ráðuneyti,Rasto,Stofnun,Gjöld - sértekjur,cofog1.code,cofog1.label,cofog2.code,cofog2.label,cofog3.code,cofog3.label
2012,Æðsta stjórn ríkisins,101,Embætti forseta Íslands,193619674,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.1,Framkvæmda- og löggjafarvald
2012,Æðsta stjórn ríkisins,201,Alþingi,2571860711,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.1,Framkvæmda- og löggjafarvald
2012,Æðsta stjórn ríkisins,205,Framkvæmdir á Alþingisreit,37414217,01,Stjórnsýslan sjálf,01.6,Ýmis verkefni,01.6.0,Ýmis verkefni
2012,Æðsta stjórn ríkisins,290,Stjórnlagaþing,8643822,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.1,Framkvæmda- og löggjafarvald
2012,Æðsta stjórn ríkisins,291,Rannsóknarnefndir Alþingis,381267331,01,Stjórnsýslan sjálf,01.5,Rannsóknir,01.5.0,Rannsóknir
2012,Æðsta stjórn ríkisins,295,Saksóknari Alþingis,17833961,03,Lög og regla,03.3,Dómstólar,03.3.0,Dómstólar
2012,Æðsta stjórn ríkisins,301,Ríkisstjórn,253062313,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.1,Framkvæmda- og löggjafarvald
2012,Æðsta stjórn ríkisins,401,Hæstiréttur,238561547,03,Lög og regla,03.3,Dómstólar,03.3.0,Dómstólar
2012,Æðsta stjórn ríkisins,610,Umboðsmaður Alþingis,142513893,01,Stjórnsýslan sjálf,01.3,Almenn þjónusta,01.3.3,Ýmis þjónusta
2012,Æðsta stjórn ríkisins,620,Ríkisendurskoðun,459754321,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.2,Fjármál
2012,Forsætisráðuneyti,1101,"Forsætisráðuneyti, aðalskrifstofa",337597963,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.1,Framkvæmda- og löggjafarvald
2012,Forsætisráðuneyti,1190,Ýmis verkefni,155838280,01,Stjórnsýslan sjálf,01.6,Ýmis verkefni,01.6.0,Ýmis verkefni
2012,Forsætisráðuneyti,1201,Fasteignir forsætisráðuneytis,80003530,01,Stjórnsýslan sjálf,01.3,Almenn þjónusta,01.3.3,Ýmis þjónusta
2012,Forsætisráðuneyti,1203,Fasteignir Stjórnarráðsins,28413592,01,Stjórnsýslan sjálf,01.3,Almenn þjónusta,01.3.3,Ýmis þjónusta
2012,Forsætisráðuneyti,1241,Umboðsmaður barna,41778022,10,Aðstoð fyrir aðra,10.4,Fjölskyldur,10.4.0,Fjölskyldur
2012,Forsætisráðuneyti,1253,Vest-norrænt menningarhús í Kaupmannahöfn,11934000,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Forsætisráðuneyti,1261,Óbyggðanefnd,40472900,05,Umhverfið,05.6,Umhverfisþjónusta,05.6.0,Umhverfissþjónusta
2012,Forsætisráðuneyti,1271,Ríkislögmaður,66031417,03,Lög og regla,03.3,Dómstólar,03.3.0,Dómstólar
2012,Forsætisráðuneyti,1281,Atvinnuuppbygging og fjölgun vistvænna starfa,1500000,04,Hagkerfið,04.1,Hagkerfið,04.1.2,Atvinna
2012,Forsætisráðuneyti,1902,Þjóðgarðurinn á Þingvöllum,128758392,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2101,"Mennta- og menningarmálaráðuneyti, aðalskrifstofa",853659930,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.1,Framkvæmda- og löggjafarvald
2012,Mennta- og menningarmálaráðuneyti,2201,Háskóli Íslands,10867203212,09,Menntun,09.4,Háskólar,09.4.2,Háskólar
2012,Mennta- og menningarmálaráðuneyti,2202,Tilraunastöð Háskólans að Keldum,207439372,09,Menntun,09.4,Háskólar,09.4.2,Háskólar
2012,Mennta- og menningarmálaráðuneyti,2203,Raunvísindastofnun Háskólans,368964386,09,Menntun,09.4,Háskólar,09.4.2,Háskólar
2012,Mennta- og menningarmálaráðuneyti,2209,Stofnun Árna Magnússonar í íslenskum fræðum,290302761,09,Menntun,09.4,Háskólar,09.4.2,Háskólar
2012,Mennta- og menningarmálaráðuneyti,2210,Háskólinn á Akureyri,1412984493,09,Menntun,09.4,Háskólar,09.4.2,Háskólar
2012,Mennta- og menningarmálaráðuneyti,2216,Landbúnaðarháskóli Íslands,650559555,09,Menntun,09.4,Háskólar,09.4.2,Háskólar
2012,Mennta- og menningarmálaráðuneyti,2217,Hólaskóli - Háskólinn á Hólum,352680479,09,Menntun,09.4,Háskólar,09.4.2,Háskólar
2012,Mennta- og menningarmálaráðuneyti,2223,Námsmatsstofnun,118492832,09,Menntun,09.6,Þjónusta við menntun,09.6.0,Þjónusta við menntun
2012,Mennta- og menningarmálaráðuneyti,2225,Háskólinn á Bifröst,324900000,09,Menntun,09.4,Háskólar,09.4.2,Háskólar
2012,Mennta- og menningarmálaráðuneyti,2227,Háskólinn í Reykjavík,2039300000,09,Menntun,09.4,Háskólar,09.4.2,Háskólar
2012,Mennta- og menningarmálaráðuneyti,2228,Listaháskóli Íslands,702400000,09,Menntun,09.4,Háskólar,09.4.2,Háskólar
2012,Mennta- og menningarmálaráðuneyti,2231,Rannsóknamiðstöð Íslands,249860557,09,Menntun,09.7,Rannsóknir,09.7.0,Rannsóknir
2012,Mennta- og menningarmálaráðuneyti,2235,Markáætlun á sviði vísinda og tækni,83527582,09,Menntun,09.6,Þjónusta við menntun,09.6.0,Þjónusta við menntun
2012,Mennta- og menningarmálaráðuneyti,2236,Rannsóknasjóður,758496955,09,Menntun,09.6,Þjónusta við menntun,09.6.0,Þjónusta við menntun
2012,Mennta- og menningarmálaráðuneyti,2238,Tækjasjóður,211251757,09,Menntun,09.6,Þjónusta við menntun,09.6.0,Þjónusta við menntun
2012,Mennta- og menningarmálaráðuneyti,2239,Rannsóknarnámssjóður,92143301,09,Menntun,09.6,Þjónusta við menntun,09.6.0,Þjónusta við menntun
2012,Mennta- og menningarmálaráðuneyti,2269,"Háskóla- og vísindastofnanir, viðhald og stofnkostnaður",91561835,09,Menntun,09.4,Háskólar,09.4.2,Háskólar
2012,Mennta- og menningarmálaráðuneyti,2299,Háskóla- og rannsóknastarfsemi,483734533,09,Menntun,09.4,Háskólar,09.4.2,Háskólar
2012,Mennta- og menningarmálaráðuneyti,2301,Menntaskólinn í Reykjavík,548237843,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2302,Menntaskólinn á Akureyri,560052272,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2303,Menntaskólinn að Laugarvatni,180917867,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2304,Menntaskólinn við Hamrahlíð,945622739,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2305,Menntaskólinn við Sund,489161038,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2306,Menntaskólinn á Ísafirði,276170391,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2307,Menntaskólinn á Egilsstöðum,296700053,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2308,Menntaskólinn í Kópavogi,902419512,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2309,Kvennaskólinn í Reykjavík,459164191,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2316,Fasteignir framhaldsskóla,53256060,01,Stjórnsýslan sjálf,01.3,Almenn þjónusta,01.3.3,Ýmis þjónusta
2012,Mennta- og menningarmálaráðuneyti,2318,"Framhaldsskólar, stofnkostnaður",309396603,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2319,"Framhaldsskólar, almennt",826181605,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2320,Nám á framhaldsstigi vegna aðstæðna á vinnumarkaði,32880000,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2350,Fjölbrautaskólinn í Breiðholti,1090375596,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2351,Fjölbrautaskólinn Ármúla,907408835,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2352,Flensborgarskóli,624441299,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2353,Fjölbrautaskóli Suðurnesja,781092283,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2354,Fjölbrautaskóli Vesturlands,459620767,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2355,Framhaldsskólinn í Vestmannaeyjum,229984209,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2356,Fjölbrautaskóli Norðurlands vestra,398654466,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2357,Fjölbrautaskóli Suðurlands,831259081,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2358,Verkmenntaskóli Austurlands,249903172,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2359,Verkmenntaskólinn á Akureyri,1160554539,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2360,Fjölbrautaskólinn í Garðabæ,545964035,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2361,Framhaldsskólinn í A-Skaftafellssýslu,163136134,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2362,Framhaldsskólinn á Húsavík,129788138,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2363,Framhaldsskólinn á Laugum,200941510,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2365,Borgarholtsskóli,985584358,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2367,Fjölbrautaskóli Snæfellinga,219001544,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2368,Menntaskóli Borgarfjarðar,169628038,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2369,Menntaskólinn Hraðbraut,82958517,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2370,Framhaldsskólinn í Mosfellsbæ,183854496,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2372,Menntaskólinn á Tröllaskaga,140431624,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2430,Samskiptamiðstöð heyrnarlausra og heyrnarskertra,84609171,10,Aðstoð fyrir aðra,10.1,Fötlun og veikindi,10.1.2,Fötlun
2012,Mennta- og menningarmálaráðuneyti,2441,Fullorðinsfræðsla fatlaðra,225522371,09,Menntun,09.5,Önnur menntun,09.5.0,Önnur menntun
2012,Mennta- og menningarmálaráðuneyti,2451,Framhaldsfræðsla,1175982949,09,Menntun,09.5,Önnur menntun,09.5.0,Önnur menntun
2012,Mennta- og menningarmálaráðuneyti,2504,Tækniskólinn,2023275310,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2514,Iðnskólinn í Reykjavík,437912,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2516,Iðnskólinn í Hafnarfirði,604100189,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2518,Þróunarsjóður fyrir starfsnám,169218610,09,Menntun,09.6,Þjónusta við menntun,09.6.0,Þjónusta við menntun
2012,Mennta- og menningarmálaráðuneyti,2519,Vinnustaðanámssjóður,173612606,09,Menntun,09.6,Þjónusta við menntun,09.6.0,Þjónusta við menntun
2012,Mennta- og menningarmálaráðuneyti,2541,Hússtjórnarskólinn í Reykjavík,29317391,09,Menntun,09.5,Önnur menntun,09.5.0,Önnur menntun
2012,Mennta- og menningarmálaráðuneyti,2551,Hússtjórnarskólinn Hallormsstað,27217391,09,Menntun,09.5,Önnur menntun,09.5.0,Önnur menntun
2012,Mennta- og menningarmálaráðuneyti,2565,Tónlistarnám á vegum sveitarfélaga,520000000,09,Menntun,09.5,Önnur menntun,09.5.0,Önnur menntun
2012,Mennta- og menningarmálaráðuneyti,2581,Verslunarskóli Íslands,935478461,09,Menntun,09.2,Framhaldsskólar,09.2.2,Framhaldsskólar
2012,Mennta- og menningarmálaráðuneyti,2720,"Grunnskólar, almennt",130109032,09,Menntun,09.1,Yngra fólkið,09.1.2,Grunnskólar
2012,Mennta- og menningarmálaráðuneyti,2725,Námsgagnastofnun,418678495,09,Menntun,09.6,Þjónusta við menntun,09.6.0,Þjónusta við menntun
2012,Mennta- og menningarmálaráðuneyti,2872,Lánasjóður íslenskra námsmanna,8008466110,09,Menntun,09.6,Þjónusta við menntun,09.6.0,Þjónusta við menntun
2012,Mennta- og menningarmálaráðuneyti,2884,Jöfnun á námskostnaði,591459400,09,Menntun,09.6,Þjónusta við menntun,09.6.0,Þjónusta við menntun
2012,Mennta- og menningarmálaráðuneyti,2901,Fornleifavernd ríkisins,93206792,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2902,Þjóðminjasafn Íslands,379116401,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2903,Þjóðskjalasafn Íslands,264659661,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2904,Þjóðmenningarhúsið,85586797,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2905,Landsbókasafn Íslands - Háskólabókasafn,740320414,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2906,Listasafn Einars Jónssonar,17996352,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2907,Listasafn Íslands,173990916,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2908,Kvikmyndasafn Íslands,47428568,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2909,Blindrabókasafn Íslands,87873874,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2911,Náttúruminjasafn Íslands,21407981,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2913,Gljúfrasteinn - Hús skáldsins,35197189,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2918,Safnasjóður,124400990,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2919,Söfn og menningarminjar,79941831,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2961,Fjölmiðlanefnd,37493311,08,Menning og listir,08.3,Fjölmiðlar,08.3.0,Fjölmiðlar
2012,Mennta- og menningarmálaráðuneyti,2965,"Harpa, tónlistar- og ráðstefnuhús í Reykjavík",540442008,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2969,"Menningarstofnanir, viðhald og stofnkostnaður",104676058,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2971,Ríkisútvarpið,3100000000,08,Menning og listir,08.3,Fjölmiðlar,08.3.0,Fjölmiðlar
2012,Mennta- og menningarmálaráðuneyti,2972,Íslenski dansflokkurinn,127343027,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2973,Þjóðleikhúsið,695899887,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2974,Sinfóníuhljómsveit Íslands,942534500,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2977,Höfundarréttargjöld,33760659,04,Hagkerfið,04.1,Hagkerfið,04.1.1,Viðskiptalífið
2012,Mennta- og menningarmálaráðuneyti,2978,Launasjóðir listamanna,463790003,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2979,Húsafriðunarnefnd,69390569,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2980,Listskreytingasjóður,7523899,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2981,Kvikmyndamiðstöð Íslands,558114727,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2982,Listir,984796724,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Mennta- og menningarmálaráðuneyti,2983,Ýmis fræðistörf,113510836,09,Menntun,09.7,Rannsóknir,09.7.0,Rannsóknir
2012,Mennta- og menningarmálaráðuneyti,2984,Norræn samvinna,15625350,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.3,Alþjóðasamskipti
2012,Mennta- og menningarmálaráðuneyti,2985,"Rammaáætlanir ESB um menntun, rannsóknir og tækniþróun",1156782887,09,Menntun,09.7,Rannsóknir,09.7.0,Rannsóknir
2012,Mennta- og menningarmálaráðuneyti,2988,Æskulýðsmál,210317070,08,Menning og listir,08.1,Íþróttir,08.1.0,Íþróttir
2012,Mennta- og menningarmálaráðuneyti,2989,Ýmis íþróttamál,405430860,08,Menning og listir,08.1,Íþróttir,08.1.0,Íþróttir
2012,Mennta- og menningarmálaráðuneyti,2999,Ýmislegt,248478747,01,Stjórnsýslan sjálf,01.6,Ýmis verkefni,01.6.0,Ýmis verkefni
2012,Utanríkisráðuneyti,3101,"Utanríkisráðuneyti, aðalskrifstofa",1305878235,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.1,Framkvæmda- og löggjafarvald
2012,Utanríkisráðuneyti,3111,Þýðingamiðstöð utanríkisráðuneytis,544632217,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.3,Alþjóðasamskipti
2012,Utanríkisráðuneyti,3190,Ýmis verkefni,136104812,01,Stjórnsýslan sjálf,01.6,Ýmis verkefni,01.6.0,Ýmis verkefni
2012,Utanríkisráðuneyti,3300,Sendiráð Íslands,2845928326,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.3,Alþjóðasamskipti
2012,Utanríkisráðuneyti,3390,Þróunarsamvinnustofnun Íslands,1219793335,01,Stjórnsýslan sjálf,01.2,Hjálparstarf,01.2.1,Hjálparstarf
2012,Utanríkisráðuneyti,3391,Þróunarmál og alþjóðleg hjálparstarfsemi,1683103545,01,Stjórnsýslan sjálf,01.2,Hjálparstarf,01.2.1,Hjálparstarf
2012,Utanríkisráðuneyti,3401,Alþjóðastofnanir,1824814356,01,Stjórnsýslan sjálf,01.2,Hjálparstarf,01.2.2,Alþjóðastofnanir
2012,Utanríkisráðuneyti,3611,Íslandsstofa,435478859,04,Hagkerfið,04.7,Annar iðnaður,04.7.3,Ferðamenn
2012,Sjávarútvegs- og landbúnaðarráðuneyti,4101,"Sjávarútvegs- og landbúnaðarráðuneyti, aðalskrifstofa",498057576,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.1,Framkvæmda- og löggjafarvald
2012,Sjávarútvegs- og landbúnaðarráðuneyti,4190,Ýmis verkefni,339917628,01,Stjórnsýslan sjálf,01.6,Ýmis verkefni,01.6.0,Ýmis verkefni
2012,Sjávarútvegs- og landbúnaðarráðuneyti,4215,Fiskistofa,810606205,04,Hagkerfið,04.2,Sjór og land,04.2.3,Sjávarútvegur
