Tími,Ráðuneyti,Rasto,Stofnun,Gjöld - sértekjur,cofog1.code,cofog1.label,cofog2.code,cofog2.label,cofog3.code,cofog3.label
2012,Velferðarráðuneyti,8417,"Hjúkrunarheimilið Naust, Þórshöfn",73135528,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8418,"Seljahlíð, Reykjavík",173607621,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8419,"Sólvangur, Hafnarfirði",575023878,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8423,"Höfði, Akranesi",518882345,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8424,Dvalarheimili aldraðra Borgarnesi,324916052,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8425,Dvalarheimili aldraðra Stykkishólmi,112760937,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8426,"Fellaskjól, Grundarfirði",85259049,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8427,"Jaðar, Ólafsvík",91913094,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8428,"Fellsendi, Búðardal",196554335,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8429,"Barmahlíð, Reykhólum",114599828,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8433,"Dalbær, Dalvík",273108758,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8434,Samningur við Akureyrarbæ um öldrunarþjónustu,1345790812,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8436,"Uppsalir, Fáskrúðsfirði",148482615,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8437,Samningur við Sveitarfélagið Hornafjörð um öldrunarþjónustu,207974582,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8438,"Klausturhólar, Kirkjubæjarklaustri",113465753,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8439,"Hjallatún, Vík",115313590,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8440,"Kumbaravogur, Stokkseyri",267856809,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8441,"Ás/Ásbyrgi, Hveragerði",742581511,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8442,"Hraunbúðir, Vestmannaeyjum",256688919,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8443,"Holtsbúð, Garðabæ",353241286,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8445,"Mörk, Reykjavík",881933312,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8446,"Hrafnista, Kópavogi",334918709,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8447,"Sóltún, Reykjavík",1129486177,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8460,"Dvalarrými aldraðra, önnur",406201562,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8470,"Vesturhlíð, Reykjavík",9024828,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8472,"Hlíðabær, Reykjavik",55461452,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8473,"Lindargata, Reykjavík",48437905,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8474,Dagvist og endurhæfingarstöð MS-sjúklinga,96225740,07,Heilbrigði,07.3,Sjúkrahús,07.3.2,Sérstök þjónusta
2012,Velferðarráðuneyti,8475,"Múlabær, Reykjavík",81440650,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8476,"Fríðuhús, Reykjavík",44827820,10,Aðstoð fyrir aðra,10.1,Fötlun og veikindi,10.1.1,Veikindi
2012,Velferðarráðuneyti,8477,"Dagvistun aldraðra, aðrar",606582579,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Velferðarráðuneyti,8479,Hlaðgerðarkot,89400000,10,Aðstoð fyrir aðra,10.1,Fötlun og veikindi,10.1.1,Veikindi
2012,Velferðarráðuneyti,8491,"Reykjalundur, Mosfellsbæ",1376800000,10,Aðstoð fyrir aðra,10.1,Fötlun og veikindi,10.1.1,Veikindi
2012,Velferðarráðuneyti,8492,Heilsustofnun Náttúrulækningafélags Íslands,528400000,07,Heilbrigði,07.6,Ýmis þjónusta,07.6.0,Ýmis þjónusta
2012,Velferðarráðuneyti,8493,"Sjálfsbjörg, hjúkrunar- og endurhæfingarstofnun",485000000,07,Heilbrigði,07.6,Ýmis þjónusta,07.6.0,Ýmis þjónusta
2012,Velferðarráðuneyti,8494,Hlein,119500000,10,Aðstoð fyrir aðra,10.1,Fötlun og veikindi,10.1.2,Fötlun
2012,Velferðarráðuneyti,8500,"Heilsugæslustöðvar, almennt",40105736,07,Heilbrigði,07.4,Heilsugæslur,07.4.0,Heilsugæslur
2012,Velferðarráðuneyti,8501,Sjúkraflutningar,1001260613,07,Heilbrigði,07.6,Ýmis þjónusta,07.6.0,Ýmis þjónusta
2012,Velferðarráðuneyti,8506,Heilsugæsla á höfuðborgarsvæðinu,4522265778,07,Heilbrigði,07.4,Heilsugæslur,07.4.0,Heilsugæslur
2012,Velferðarráðuneyti,8508,Miðstöð heimahjúkrunar á höfuðborgarsvæðinu,1065000000,07,Heilbrigði,07.3,Sjúkrahús,07.3.4,Heimahjúkrun
2012,Velferðarráðuneyti,8515,Heilsugæslustöðin Lágmúla í Reykjavík,181900000,07,Heilbrigði,07.4,Heilsugæslur,07.4.0,Heilsugæslur
2012,Velferðarráðuneyti,8517,Læknavaktin,329400000,07,Heilbrigði,07.4,Heilsugæslur,07.4.0,Heilsugæslur
2012,Velferðarráðuneyti,8552,Heilsugæslustöðin Dalvík,113911757,07,Heilbrigði,07.4,Heilsugæslur,07.4.0,Heilsugæslur
2012,Velferðarráðuneyti,8553,Samningur við Akureyrarbæ um heilsugæslu,524800000,07,Heilbrigði,07.4,Heilsugæslur,07.4.0,Heilsugæslur
2012,Velferðarráðuneyti,8588,Heilsugæslustöðin í Salahverfi í Kópavogi,306164087,07,Heilbrigði,07.4,Heilsugæslur,07.4.0,Heilsugæslur
2012,Velferðarráðuneyti,8700,Heilbrigðisstofnanir,10347583,07,Heilbrigði,07.4,Heilsugæslur,07.4.0,Heilsugæslur
2012,Velferðarráðuneyti,8716,Heilbrigðisstofnun Vesturlands,2889170533,07,Heilbrigði,07.4,Heilsugæslur,07.4.0,Heilsugæslur
2012,Velferðarráðuneyti,8721,Heilbrigðisstofnunin Patreksfirði,282054250,07,Heilbrigði,07.4,Heilsugæslur,07.4.0,Heilsugæslur
2012,Velferðarráðuneyti,8726,Heilbrigðisstofnun Vestfjarða,1104967935,07,Heilbrigði,07.4,Heilsugæslur,07.4.0,Heilsugæslur
2012,Velferðarráðuneyti,8745,Heilbrigðisstofnunin Blönduósi,412130582,07,Heilbrigði,07.4,Heilsugæslur,07.4.0,Heilsugæslur
2012,Velferðarráðuneyti,8751,Heilbrigðisstofnunin Sauðárkróki,835286100,07,Heilbrigði,07.4,Heilsugæslur,07.4.0,Heilsugæslur
2012,Velferðarráðuneyti,8756,Heilbrigðisstofnunin Fjallabyggð,438654473,07,Heilbrigði,07.4,Heilsugæslur,07.4.0,Heilsugæslur
2012,Velferðarráðuneyti,8761,Heilbrigðisstofnun Þingeyinga,900561927,07,Heilbrigði,07.4,Heilsugæslur,07.4.0,Heilsugæslur
2012,Velferðarráðuneyti,8777,Heilbrigðisstofnun Austurlands,2195700633,07,Heilbrigði,07.4,Heilsugæslur,07.4.0,Heilsugæslur
2012,Velferðarráðuneyti,8779,Heilbrigðisstofnun Suð-Austurlands,217100000,07,Heilbrigði,07.4,Heilsugæslur,07.4.0,Heilsugæslur
2012,Velferðarráðuneyti,8781,Heilbrigðisstofnunin Vestmannaeyjum,724719663,07,Heilbrigði,07.4,Heilsugæslur,07.4.0,Heilsugæslur
2012,Velferðarráðuneyti,8787,Heilbrigðisstofnun Suðurlands,2179895810,07,Heilbrigði,07.4,Heilsugæslur,07.4.0,Heilsugæslur
2012,Velferðarráðuneyti,8791,Heilbrigðisstofnun Suðurnesja,1830603934,07,Heilbrigði,07.4,Heilsugæslur,07.4.0,Heilsugæslur
2012,Velferðarráðuneyti,8801,Greiningar- og ráðgjafarstöð ríkisins,395598134,10,Aðstoð fyrir aðra,10.1,Fötlun og veikindi,10.1.2,Fötlun
2012,Velferðarráðuneyti,8805,Þjónustu- og þekkingarmiðstöð fyrir blinda og sjónskerta,293473753,10,Aðstoð fyrir aðra,10.1,Fötlun og veikindi,10.1.2,Fötlun
2012,Velferðarráðuneyti,8807,Heyrnar- og talmeinastöð Íslands,248369469,10,Aðstoð fyrir aðra,10.1,Fötlun og veikindi,10.1.2,Fötlun
2012,Velferðarráðuneyti,8809,Málefni fatlaðra,343786680,10,Aðstoð fyrir aðra,10.1,Fötlun og veikindi,10.1.2,Fötlun
2012,Velferðarráðuneyti,8821,Barnaverndarstofa,1051178648,10,Aðstoð fyrir aðra,10.4,Fjölskyldur,10.4.0,Fjölskyldur
2012,Velferðarráðuneyti,8841,Vinnumálastofnun,149633682,04,Hagkerfið,04.1,Hagkerfið,04.1.2,Atvinna
2012,Velferðarráðuneyti,8842,Vinnumál,169972012,04,Hagkerfið,04.1,Hagkerfið,04.1.2,Atvinna
2012,Velferðarráðuneyti,8851,Atvinnuleysistryggingasjóður,23108928491,10,Aðstoð fyrir aðra,10.5,Atvinnuleysi,10.5.0,Atvinnuleysi
2012,Velferðarráðuneyti,8852,Tryggingasjóður sjálfstætt starfandi einstaklinga,22983550,04,Hagkerfið,04.1,Hagkerfið,04.1.1,Viðskiptalífið
2012,Velferðarráðuneyti,8853,Ábyrgðasjóður launa,1128958657,04,Hagkerfið,04.1,Hagkerfið,04.1.2,Atvinna
2012,Velferðarráðuneyti,8854,Fæðingarorlof,7859112414,10,Aðstoð fyrir aðra,10.4,Fjölskyldur,10.4.0,Fjölskyldur
2012,Velferðarráðuneyti,8855,Foreldrar langveikra eða alvarlega fatlaðra barna,94898508,10,Aðstoð fyrir aðra,10.1,Fötlun og veikindi,10.1.2,Fötlun
2012,Velferðarráðuneyti,8856,Starfsendurhæfing,464256772,04,Hagkerfið,04.1,Hagkerfið,04.1.2,Atvinna
2012,Velferðarráðuneyti,8861,Leiguíbúðir,700224662,06,Heimilin,06.1,Húsnæði,06.1.0,Húsnæði
2012,Fjármálaráðuneyti,9101,"Fjármálaráðuneyti, aðalskrifstofa",770602675,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.1,Framkvæmda- og löggjafarvald
2012,Fjármálaráðuneyti,9103,Fjársýsla ríkisins,1416086150,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.2,Fjármál
2012,Fjármálaráðuneyti,9210,Ríkisskattstjóri,2490775298,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.2,Fjármál
2012,Fjármálaráðuneyti,9212,"Skatta- og tollamál, ýmis útgjöld",11953685,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.2,Fjármál
2012,Fjármálaráðuneyti,9214,Yfirskattanefnd,127256479,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.2,Fjármál
2012,Fjármálaráðuneyti,9215,Skattrannsóknarstjóri ríkisins,298074204,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.2,Fjármál
2012,Fjármálaráðuneyti,9250,Innheimtukostnaður,543726720,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.2,Fjármál
2012,Fjármálaráðuneyti,9262,Tollstjórinn,2273010649,04,Hagkerfið,04.1,Hagkerfið,04.1.1,Viðskiptalífið
2012,Fjármálaráðuneyti,9381,"Lífeyrisskuldbindingar, eftirlaun",9581552168,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Fjármálaráðuneyti,9391,Jöfnun á örorkubyrði almennra lífeyrissjóða,2698308447,10,Aðstoð fyrir aðra,10.1,Fötlun og veikindi,10.1.2,Fötlun
2012,Fjármálaráðuneyti,9721,Fjármagnstekjuskattur,3579699331,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.2,Fjármál
2012,Fjármálaráðuneyti,9811,Barnabætur,7757311515,10,Aðstoð fyrir aðra,10.4,Fjölskyldur,10.4.0,Fjölskyldur
2012,Fjármálaráðuneyti,9821,Vaxtabætur,15019267430,06,Heimilin,06.1,Húsnæði,06.1.0,Húsnæði
2012,Fjármálaráðuneyti,9831,Uppbætur á eftirlaun lífeyrisþega,278137,10,Aðstoð fyrir aðra,10.2,Eldri borgarar,10.2.0,Eldri borgarar
2012,Fjármálaráðuneyti,9901,Framkvæmdasýsla ríkisins,-13288758,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.1,Framkvæmda- og löggjafarvald
2012,Fjármálaráðuneyti,9905,Ríkiskaup,-13694316,01,Stjórnsýslan sjálf,01.3,Almenn þjónusta,01.3.3,Ýmis þjónusta
2012,Fjármálaráðuneyti,9971,Ríkisábyrgðir,1716728579,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.2,Fjármál
2012,Fjármálaráðuneyti,9973,Tapaðar kröfur og tjónabætur,-22946785,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.2,Fjármál
2012,Fjármálaráðuneyti,9976,Lánaumsýsla ríkissjóðs,103468452,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.2,Fjármál
2012,Fjármálaráðuneyti,9977,Bankasýsla ríkisins,84858311,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.2,Fjármál
2012,Fjármálaráðuneyti,9980,Rekstrarfélag Stjórnarráðsins,102435722,01,Stjórnsýslan sjálf,01.3,Almenn þjónusta,01.3.3,Ýmis þjónusta
2012,Fjármálaráðuneyti,9981,Ýmsar fasteignir ríkissjóðs,93566042,01,Stjórnsýslan sjálf,01.3,Almenn þjónusta,01.3.3,Ýmis þjónusta
2012,Fjármálaráðuneyti,9984,Fasteignir ríkissjóðs,31555644,01,Stjórnsýslan sjálf,01.3,Almenn þjónusta,01.3.3,Ýmis þjónusta
2012,Fjármálaráðuneyti,9985,Fyrrum varnarsvæði við Keflavíkurflugvöll,650000000,01,Stjórnsýslan sjálf,01.3,Almenn þjónusta,01.3.3,Ýmis þjónusta
2012,Fjármálaráðuneyti,9991,Aðflutningsgjöld af útflutningi notaðra ökutækja,3811451,04,Hagkerfið,04.5,Umferð,04.5.1,Vegir
2012,Fjármálaráðuneyti,9994,Virðisaukaskattur ríkisstofnana af tölvuvinnslu,179113238,01,Stjórnsýslan sjálf,01.8,Flutningur peninga,01.8.0,Flutningur peninga
2012,Fjármálaráðuneyti,9999,Ýmislegt,1824735153,01,Stjórnsýslan sjálf,01.6,Ýmis verkefni,01.6.0,Ýmis verkefni
2012,Iðnaðarráðuneyti,11101,"Iðnaðarráðuneyti, aðalskrifstofa",200101548,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.1,Framkvæmda- og löggjafarvald
2012,Iðnaðarráðuneyti,11199,Ráðstöfunarfé,1000000,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.1,Framkvæmda- og löggjafarvald
2012,Iðnaðarráðuneyti,11205,Nýsköpunarmiðstöð Íslands,516951907,04,Hagkerfið,04.1,Hagkerfið,04.1.1,Viðskiptalífið
2012,Iðnaðarráðuneyti,11240,Iðnaðarrannsóknir og stóriðja,8290702,04,Hagkerfið,04.8,Rannsóknir,04.8.4,Framleiðsla
2012,Iðnaðarráðuneyti,11242,Tækniþróunarsjóður,676150257,04,Hagkerfið,04.8,Rannsóknir,04.8.4,Framleiðsla
2012,Iðnaðarráðuneyti,11251,Endurgreiðslur vegna kvikmyndagerðar á Íslandi,598772592,08,Menning og listir,08.2,Menning,08.2.0,Menning
2012,Iðnaðarráðuneyti,11255,Stuðningur við nýsköpunarfyrirtæki,763549403,04,Hagkerfið,04.1,Hagkerfið,04.1.1,Viðskiptalífið
2012,Iðnaðarráðuneyti,11299,"Iðja og iðnaður, framlög",447990467,04,Hagkerfið,04.4,Framleiðsla,04.4.2,Framleiðsla
2012,Iðnaðarráðuneyti,11301,Orkustofnun,351147603,04,Hagkerfið,04.3,Orka,04.3.6,Almenn orka
2012,Iðnaðarráðuneyti,11371,Orkusjóður,31200000,04,Hagkerfið,04.3,Orka,04.3.6,Almenn orka
2012,Iðnaðarráðuneyti,11373,Niðurgreiðslur á húshitun,1215519747,06,Heimilin,06.1,Húsnæði,06.1.0,Húsnæði
2012,Iðnaðarráðuneyti,11375,Jöfnun kostnaðar við dreifingu raforku,246369773,04,Hagkerfið,04.3,Orka,04.3.5,Raforka
2012,Iðnaðarráðuneyti,11399,Ýmis orkumál,95053303,04,Hagkerfið,04.3,Orka,04.3.6,Almenn orka
2012,Iðnaðarráðuneyti,11401,Byggðaáætlun,497647003,06,Heimilin,06.2,Samfélag,06.2.0,Samfélag
2012,Iðnaðarráðuneyti,11411,Byggðastofnun,309100000,06,Heimilin,06.2,Samfélag,06.2.0,Samfélag
2012,Iðnaðarráðuneyti,11501,Ferðamálastofa,410516299,04,Hagkerfið,04.7,Annar iðnaður,04.7.3,Ferðamenn
2012,Iðnaðarráðuneyti,11511,Framkvæmdasjóður ferðamannastaða,39938020,04,Hagkerfið,04.7,Annar iðnaður,04.7.3,Ferðamenn
2012,Iðnaðarráðuneyti,11599,Ýmis ferðamál,472759569,04,Hagkerfið,04.7,Annar iðnaður,04.7.3,Ferðamenn
2012,Efnahags- og viðskiptaráðuneyti,12101,"Efnahags- og viðskiptaráðuneyti, aðalskrifstofa",263008006,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.1,Framkvæmda- og löggjafarvald
2012,Efnahags- og viðskiptaráðuneyti,12190,Ýmis verkefni,169466305,01,Stjórnsýslan sjálf,01.6,Ýmis verkefni,01.6.0,Ýmis verkefni
2012,Efnahags- og viðskiptaráðuneyti,12402,Fjármálaeftirlitið,1672256501,04,Hagkerfið,04.1,Hagkerfið,04.1.1,Viðskiptalífið
2012,Efnahags- og viðskiptaráðuneyti,12411,Samkeppniseftirlitið,324022171,04,Hagkerfið,04.1,Hagkerfið,04.1.1,Viðskiptalífið
2012,Efnahags- og viðskiptaráðuneyti,12431,Einkaleyfastofan,214524539,04,Hagkerfið,04.1,Hagkerfið,04.1.1,Viðskiptalífið
2012,Efnahags- og viðskiptaráðuneyti,12501,Hagstofa Íslands,916390520,01,Stjórnsýslan sjálf,01.3,Almenn þjónusta,01.3.2,Skipulagning
2012,Efnahags- og viðskiptaráðuneyti,12811,Flutningssjóður olíuvara,430000000,04,Hagkerfið,04.3,Orka,04.3.2,Olía
2012,Umhverfisráðuneyti,14101,"Umhverfisráðuneyti, aðalskrifstofa",379288540,01,Stjórnsýslan sjálf,01.1,Stjórnsýslan sjálf,01.1.1,Framkvæmda- og löggjafarvald
2012,Umhverfisráðuneyti,14190,Ýmis verkefni,301807730,01,Stjórnsýslan sjálf,01.6,Ýmis verkefni,01.6.0,Ýmis verkefni
2012,Umhverfisráðuneyti,14202,Náttúrurannsóknastöðin við Mývatn,20001052,05,Umhverfið,05.5,Rannsóknir,05.5.0,Rannsóknir
2012,Umhverfisráðuneyti,14211,Umhverfisstofnun,997294112,05,Umhverfið,05.6,Umhverfisþjónusta,05.6.0,Umhverfissþjónusta
2012,Umhverfisráðuneyti,14212,Vatnajökulsþjóðgarður,354819952,05,Umhverfið,05.4,Náttúruvernd,05.4.0,Náttúruvernd
2012,Umhverfisráðuneyti,14231,Landgræðsla ríkisins,648764179,05,Umhverfið,05.4,Náttúruvernd,05.4.0,Náttúruvernd
2012,Umhverfisráðuneyti,14241,Skógrækt ríkisins,230239325,05,Umhverfið,05.4,Náttúruvernd,05.4.0,Náttúruvernd
2012,Umhverfisráðuneyti,14243,Hekluskógar,19350144,05,Umhverfið,05.4,Náttúruvernd,05.4.0,Náttúruvernd
2012,Umhverfisráðuneyti,14287,Úrvinnslusjóður,845187454,05,Umhverfið,05.1,Úrgangur,05.1.0,Úrgangur
2012,Umhverfisráðuneyti,14289,Endurvinnslan hf.,1661822829,05,Umhverfið,05.1,Úrgangur,05.1.0,Úrgangur
2012,Umhverfisráðuneyti,14301,Skipulagsstofnun,201384617,06,Heimilin,06.2,Samfélag,06.2.0,Samfélag
2012,Umhverfisráðuneyti,14303,Skipulagsmál sveitarfélaga,84364934,06,Heimilin,06.2,Samfélag,06.2.0,Samfélag
2012,Umhverfisráðuneyti,14310,Landmælingar Íslands,253596747,01,Stjórnsýslan sjálf,01.3,Almenn þjónusta,01.3.2,Skipulagning
2012,Umhverfisráðuneyti,14320,Mannvirkjastofnun,405155105,04,Hagkerfið,04.1,Hagkerfið,04.1.1,Viðskiptalífið
2012,Umhverfisráðuneyti,14381,Ofanflóðasjóður,1312262799,10,Aðstoð fyrir aðra,10.9,Ýmis þjónusta,10.9.0,Ýmis þjónusta
2012,Umhverfisráðuneyti,14401,Náttúrufræðistofnun Íslands,579733237,05,Umhverfið,05.6,Umhverfisþjónusta,05.6.0,Umhverfissþjónusta
2012,Umhverfisráðuneyti,14403,Náttúrustofur,122100000,05,Umhverfið,05.6,Umhverfisþjónusta,05.6.0,Umhverfissþjónusta
2012,Umhverfisráðuneyti,14407,Stofnun Vilhjálms Stefánssonar,37701213,05,Umhverfið,05.5,Rannsóknir,05.5.0,Rannsóknir
2012,Umhverfisráðuneyti,14412,Veðurstofa Íslands,650238323,01,Stjórnsýslan sjálf,01.4,Almenn þjónusta,01.3.2,Skipulagning
2012,Fjármagnskostnaður,19801,Vaxtagjöld ríkissjóðs,75570268876,01,Stjórnsýslan sjálf,01.7,Skuldir,01.7.0,Skuldir
